Scan_Point	Freq (Hz)	Pout (DBM)
353	6000000000	-70.8805
354	6000000000	-70.9902
355	6000000000	-71.0087
356	6000000000	-71.0589
357	6000000000	-71.098
358	6000000000	-71.2142
359	6000000000	-71.2699
360	6000000000	-71.3683
361	6000000000	-71.4597
362	6000000000	-71.6152
363	6000000000	-71.7539
364	6000000000	-71.8381
365	6000000000	-72.0398
366	6000000000	-72.164
367	6000000000	-72.3114
368	6000000000	-72.5494
369	6000000000	-72.8018
370	6000000000	-72.9905
371	6000000000	-73.313
372	6000000000	-73.5177
373	6000000000	-73.7306
374	6000000000	-74.0571
375	6000000000	-74.4482
376	6000000000	-74.8004
377	6000000000	-75.0906
378	6000000000	-75.4731
379	6000000000	-75.9476
380	6000000000	-76.3868
381	6000000000	-76.8472
382	6000000000	-77.4997
383	6000000000	-77.9848
384	6000000000	-78.542
385	6000000000	-79.0576
386	6000000000	-79.8272
387	6000000000	-80.4917
388	6000000000	-81.3726
389	6000000000	-82.4865
390	6000000000	-82.7998
391	6000000000	-83.7953
392	6000000000	-84.6856
393	6000000000	-85.4239
394	6000000000	-85.7073
395	6000000000	-85.7982
396	6000000000	-85.5971
397	6000000000	-85.2969
398	6000000000	-84.9441
399	6000000000	-83.7845
400	6000000000	-83.0668
401	6000000000	-82.4403
402	6000000000	-81.5523
403	6000000000	-80.7084
404	6000000000	-80.0543
405	6000000000	-79.4594
406	6000000000	-78.7643
407	6000000000	-78.2884
408	6000000000	-77.5685
409	6000000000	-77.2035
410	6000000000	-76.6819
411	6000000000	-76.2762
412	6000000000	-75.7895
413	6000000000	-75.3485
414	6000000000	-75.0343
415	6000000000	-74.6258
416	6000000000	-74.327
417	6000000000	-73.9931
418	6000000000	-73.7003
419	6000000000	-73.4513
420	6000000000	-73.1447
421	6000000000	-72.8807
422	6000000000	-72.6752
423	6000000000	-72.3839
424	6000000000	-72.1735
425	6000000000	-71.8904
426	6000000000	-71.814
427	6000000000	-71.6193
428	6000000000	-71.4262
429	6000000000	-71.2059
430	6000000000	-71.0223
431	6000000000	-70.9123
432	6000000000	-70.6959
433	6000000000	-70.6037
434	6000000000	-70.4256
435	6000000000	-70.3132
436	6000000000	-70.1849
437	6000000000	-70.0341
438	6000000000	-69.9789
439	6000000000	-69.8
440	6000000000	-69.7036
441	6000000000	-69.5719
442	6000000000	-69.4696
443	6000000000	-69.3609
444	6000000000	-69.3232
445	6000000000	-69.2315
446	6000000000	-69.17
447	6000000000	-69.0524
448	6000000000	-68.9768
449	6000000000	-68.8661
450	6000000000	-68.8217
451	6000000000	-68.796
452	6000000000	-68.6922
453	6000000000	-68.6015
454	6000000000	-68.6273
455	6000000000	-68.5223
456	6000000000	-68.5019
457	6000000000	-68.4366
458	6000000000	-68.3884
459	6000000000	-68.3469
460	6000000000	-68.2679
461	6000000000	-68.201
462	6000000000	-68.133
463	6000000000	-68.1304
464	6000000000	-68.1201
465	6000000000	-68.0202
466	6000000000	-68.0237
467	6000000000	-67.9852
468	6000000000	-67.9343
469	6000000000	-67.8951
470	6000000000	-67.8854
471	6000000000	-67.8266
472	6000000000	-67.812
473	6000000000	-67.7776
474	6000000000	-67.7709
475	6000000000	-67.7661
476	6000000000	-67.711
477	6000000000	-67.6659
478	6000000000	-67.6545
479	6000000000	-67.6322
480	6000000000	-67.608
481	6000000000	-67.5849
482	6000000000	-67.6001
483	6000000000	-67.5327
484	6000000000	-67.5399
485	6000000000	-67.499
486	6000000000	-67.5123
487	6000000000	-67.472
488	6000000000	-67.4595
489	6000000000	-67.4467
490	6000000000	-67.4236
491	6000000000	-67.3905
492	6000000000	-67.3806
493	6000000000	-67.3684
494	6000000000	-67.34
495	6000000000	-67.3162
496	6000000000	-67.3292
497	6000000000	-67.3357
498	6000000000	-67.2784
499	6000000000	-67.231
500	6000000000	-67.2554
501	6000000000	-67.2339
502	6000000000	-67.2189
503	6000000000	-67.1985
504	6000000000	-67.1899
505	6000000000	-67.1791
506	6000000000	-67.1307
507	6000000000	-67.1223
508	6000000000	-67.1511
509	6000000000	-67.1039
510	6000000000	-67.1096
511	6000000000	-67.0718
512	6000000000	-67.0545
513	6000000000	-67.0425
514	6000000000	-67.0243
515	6000000000	-67.0023
516	6000000000	-66.976
517	6000000000	-66.9946
518	6000000000	-66.9135
519	6000000000	-66.947
520	6000000000	-66.9051
521	6000000000	-66.8824
522	6000000000	-66.8714
523	6000000000	-66.8845
524	6000000000	-66.8592
525	6000000000	-66.8276
526	6000000000	-66.8046
527	6000000000	-66.7897
528	6000000000	-66.807
529	6000000000	-66.8063
530	6000000000	-66.7985
531	6000000000	-66.7739
532	6000000000	-66.7575
533	6000000000	-66.7829
534	6000000000	-66.7885
535	6000000000	-66.7866
536	6000000000	-66.7616
537	6000000000	-66.7744
538	6000000000	-66.7678
539	6000000000	-66.7549
540	6000000000	-66.7739
541	6000000000	-66.7889
542	6000000000	-66.781
543	6000000000	-66.7997
544	6000000000	-66.8076
545	6000000000	-66.8024
546	6000000000	-66.8052
547	6000000000	-66.848
548	6000000000	-66.869
549	6000000000	-66.8934
550	6000000000	-66.8857
551	6000000000	-66.891
552	6000000000	-66.9639
553	6000000000	-66.9897
554	6000000000	-66.969
555	6000000000	-67.0091
556	6000000000	-67.028
557	6000000000	-67.0311
558	6000000000	-67.0696
559	6000000000	-67.0986
560	6000000000	-67.1222
561	6000000000	-67.1844
